138,483,10210,21
139,376,10210,21
140,473,10210,21
141,401,10210,21
142,345,10210,21
143,454,10210,21
144,565,10210,21
145,216,10210,21
146,482,10216,22
147,549,10216,22
148,308,10216,22
149,278,10216,22
150,242,10216,22
151,439,10216,22
152,398,10216,22
153,232,10216,22
154,541,10216,22
155,456,10216,22
156,508,10216,22
157,321,10215,23
158,357,10215,23
159,451,10215,23
160,310,10215,23
161,369,10215,23
162,452,10215,23
163,225,10215,23
164,413,10215,23
165,352,10215,23
166,557,10215,23
167,540,10215,23
168,393,10215,23
169,306,10215,23
170,364,10215,23
171,250,10215,23
172,575,10215,23
173,460,10215,23
174,390,10215,23
175,455,10215,23
176,444,10215,23
177,338,10215,23
178,322,10215,23
179,528,10215,23
180,222,10215,23
181,449,10215,23
182,443,10215,23
183,326,10214,24
184,351,10214,24
185,389,10214,24
186,584,10214,24
187,354,10214,24
188,480,10214,24
189,360,10214,24
190,428,10214,24
191,236,10214,24
192,432,10214,24
193,479,10214,24
194,421,10214,24
195,257,10214,24
196,522,10214,24
197,402,10214,24
198,535,10214,24
199,554,10214,24
200,500,10214,24
201,208,10214,24
202,422,10214,24
203,262,10214,24
204,529,10214,24
205,206,10214,24
206,525,10214,24
207,237,10214,24
208,314,10214,24
209,289,10214,24
210,203,10214,24
211,506,10214,24
212,465,10214,24
213,264,10214,24
214,292,10214,24
215,423,10214,24
216,311,10214,24
217,572,10214,24
218,312,133,25
219,485,133,25
220,496,133,25
221,580,133,25
222,552,131,26
223,309,131,26
224,36,180,27
225,32,180,27
226,65,180,27
227,418,10228,28
228,381,10228,28
229,341,10228,28
230,227,10228,28
231,287,10228,28
232,260,10228,28
233,582,10228,28
234,288,10225,29
235,445,10225,29
236,339,10225,29
237,520,118,30
238,576,118,30
239,223,118,30
240,302,118,30
241,429,150,31
242,396,150,31
243,295,150,31
244,361,150,31
245,238,150,31
246,545,10227,32
247,581,10227,32
248,578,10227,32
249,290,10227,32
250,457,10227,32
251,517,10227,32
252,450,10227,32
253,325,10227,32
254,435,10227,32
255,404,10227,32
256,560,10227,32
257,210,10227,32
258,363,10227,32
259,567,10227,32
260,275,111,33
261,305,111,33
262,563,111,33
263,280,111,33
264,248,111,33
265,412,111,33
266,498,111,33
267,474,111,33
268,437,111,33
269,488,111,33
270,477,111,33
271,583,111,33
272,277,111,33
273,299,111,33
274,246,111,33
275,256,157,34
276,464,157,34
277,400,10229,35
278,276,10229,35
279,228,10224,36
280,383,10224,36
281,209,10224,36
282,235,123,37
283,447,123,37
284,263,123,37
285,491,123,37
286,547,123,37
287,475,123,37
288,230,123,37
289,375,123,37
290,358,10223,38
291,372,10223,38
292,399,10223,38
293,391,10223,38
294,254,10223,38
295,470,10223,38
296,573,10203,39
297,420,10203,39
298,286,10203,39
299,253,10203,39
300,392,140,40
301,516,140,40
302,347,140,40
303,366,10202,41
304,224,10202,41
305,579,10202,41
306,501,10202,41
307,296,10202,41
308,434,10202,41
309,487,10202,41
310,388,132,42
311,319,132,42
312,585,132,42
313,588,132,42
314,385,132,42
315,459,132,42
316,387,132,42
317,492,132,42
318,42,181,43
319,4,181,43
320,90,181,43
321,62,181,43
322,471,10230,44
323,217,10230,44
324,461,10230,44
325,368,10230,44
326,397,10219,45
327,486,10219,45
328,453,10219,45
329,526,10221,46
330,348,10221,46
331,349,145,47
332,499,145,47
333,509,10222,48
334,214,10222,48
335,463,10217,49
336,218,10217,49
337,259,10217,49
338,469,10217,49
339,293,10217,49
340,215,10217,49
341,204,10217,49
342,327,10217,49
343,410,10217,49
344,274,10217,49
345,201,10217,49
346,374,10217,49
347,350,10217,49
348,564,10217,49
349,407,10217,49
350,335,10217,49
351,458,10217,49
352,406,10217,49
353,562,10217,49
354,405,10218,50
355,315,10218,50
356,221,10218,50
357,282,10218,50
358,9,101,51
359,7,101,51
360,12,101,51
361,8,101,51
362,44,101,51
363,46,101,51
364,11,101,51
365,63,101,51
366,26,101,51
367,50,101,51
368,27,101,51
369,24,101,51
370,52,101,51
371,356,134,52
372,330,134,52
373,233,122,53
374,551,122,53
375,241,122,53
376,425,10220,54
377,279,10220,54
378,219,10220,54
379,56,183,55
380,37,183,55
381,55,183,55
382,21,10205,56
383,31,10205,56
384,92,10205,56
385,1,10204,57
386,58,10204,57
387,91,10204,57
388,29,10204,57
389,48,10204,57
390,1006,51,58
391,938,51,58
392,1120,51,58
393,1180,51,58
394,769,51,58
395,887,51,58
396,963,51,58
397,761,51,58
398,744,51,58
399,1091,51,58
400,1075,51,58
401,1029,51,58
402,1113,51,58
403,897,51,58
404,793,51,58
405,752,51,58
406,808,51,58
407,849,51,58
408,1065,51,58
409,847,51,58
410,953,51,58
411,913,51,58
412,961,51,58
413,749,51,58
414,1071,52,59
415,756,52,59
416,1038,52,59
417,1186,52,59
418,885,52,59
419,1104,52,59
420,940,52,59
421,745,52,59
422,920,52,59
423,1159,52,59
424,1051,52,59
425,802,52,59
426,1102,52,59
427,931,52,59
428,824,52,59
429,936,52,59
430,787,52,59
431,948,52,59
432,1094,52,59
433,836,52,59
434,1144,52,59
435,941,52,59
436,735,52,59
437,997,52,59
438,800,52,59
439,1001,52,59
440,882,52,59
441,994,52,59
442,1073,52,59
443,934,52,59
444,746,52,59
445,706,52,59
446,868,52,59
447,958,52,59
448,1020,52,59
449,993,52,59
450,1007,53,60
451,740,53,60
452,1041,53,60
453,727,53,60
454,864,53,60
455,775,53,60
456,1011,53,60
457,1003,53,60
458,814,53,60
459,771,53,60
460,780,53,60
461,1047,53,60
462,877,53,60
463,1142,53,60
464,1163,53,60
465,1188,53,60
466,1099,53,60
467,1135,53,60
468,1043,53,60
469,901,53,60
470,1181,53,60
471,796,53,60
472,720,54,61
473,1125,54,61
474,904,54,61
475,717,54,61
476,935,54,61
477,912,54,61
478,1119,54,61
479,762,54,61
480,903,54,61
481,1197,54,61
482,995,54,61
483,715,54,61
484,838,54,61
485,1037,54,61
486,842,54,61
487,831,54,61
488,999,54,61
489,813,54,61
490,986,54,61
491,1039,54,61
492,783,54,61
493,773,54,61
494,923,54,61
495,742,54,61
496,825,54,61
497,1082,54,61
498,983,54,61
499,1162,54,61
500,927,54,61
501,703,54,61
502,875,54,61
503,930,54,61
504,984,55,62
505,801,55,62
506,908,55,62
507,737,55,62
508,718,55,62
509,1061,55,62
510,971,55,62
511,985,55,62
512,955,55,62
513,1045,55,62
514,1055,55,62
515,859,55,62
516,1136,55,62
517,832,55,62
518,1030,55,62
519,944,55,62
520,973,55,62
521,704,55,62
522,790,55,62
523,876,55,62
524,743,55,62
525,741,55,62
526,991,55,62
527,942,55,62
528,1086,55,62
529,1132,55,62
530,925,55,62
531,1148,55,62
532,851,55,62
533,772,55,62
534,951,30,63
535,1126,30,63
536,924,30,63
537,1179,30,63
538,753,30,63
539,747,30,63
540,896,30,63
541,1084,30,63
542,1085,30,63
543,732,30,63
544,719,30,63
545,839,30,63
546,815,30,63
547,884,30,63
548,1123,30,63
549,899,30,63
550,1054,30,63
551,1089,30,63
552,987,30,63
553,766,30,63
554,818,30,63
555,765,30,63
556,707,31,64
557,869,31,64
558,758,31,64
559,799,31,64
560,1081,31,64
561,1143,31,64
562,781,31,64
563,1160,31,64
564,722,31,64
565,819,31,64
566,957,31,64
567,1098,31,64
568,1021,31,64
569,1033,31,64
570,909,31,64
571,874,31,64
572,712,31,64
573,713,31,64
574,809,31,64
575,1149,31,64
576,1000,31,64
577,855,31,64
578,956,31,64
579,748,31,64
580,907,31,64
581,1022,31,64
582,1152,31,64
583,1151,31,64
584,1103,31,64
585,828,31,64
586,821,31,64
587,1017,31,64
588,811,31,64
589,905,31,64
590,792,31,64
591,798,31,64
592,1010,31,64
593,1076,31,64
594,982,32,65
595,1131,32,65
596,863,32,65
597,829,32,65
598,866,32,65
599,1205,32,65
600,947,32,65
601,1052,32,65
602,1015,32,65
603,1129,16,66
604,1023,16,66
605,1016,16,66
606,1088,16,66
607,898,16,66
608,733,16,66
609,701,16,66
610,1014,14,67
611,878,14,67
612,853,14,67
613,1118,14,67
614,902,14,67
615,767,14,67
616,1139,14,67
617,939,14,67
618,975,14,67
619,978,14,67
620,1095,14,67
621,1171,14,67
622,708,14,67
623,1157,14,67
624,967,14,67
625,915,14,67
626,1077,14,67
627,810,14,67
628,1112,14,67
629,784,14,67
630,894,14,67
631,1150,14,67
632,1138,14,67
633,841,14,67
634,1035,14,67
635,786,14,67
636,791,14,67
637,1032,14,67
638,962,14,67
639,1174,14,67
640,820,14,67
641,1036,14,67
642,1005,14,67
643,755,14,67
644,1109,14,67
645,921,14,67
646,835,14,67
647,1097,14,67
648,960,14,67
649,738,14,67
650,726,14,67
651,788,14,67
652,862,14,67
653,764,14,67
654,1046,14,67
655,760,12,68
656,1078,12,68
657,928,12,68
658,817,12,68
659,943,12,68
660,730,12,68
661,1059,12,68
662,918,12,68
663,959,12,68
664,1195,12,68
665,1063,12,68
666,1124,12,68
667,848,12,68
668,709,12,68
669,1013,12,68
670,856,12,68
671,966,12,68
672,759,12,68
673,803,12,68
674,1074,12,68
675,1100,12,68
676,723,12,68
677,770,12,68
678,1130,12,68
679,932,12,68
680,822,12,68
681,816,12,68
682,1040,12,68
683,996,12,68
684,1110,2,69
685,716,2,69
686,889,2,69
687,812,2,69
688,1121,2,69
689,757,2,69
690,1090,17,70
691,1200,17,70
692,754,17,70
693,830,17,70
694,1067,17,70
695,725,17,70
696,1049,17,70
697,1101,0,71
698,937,0,71
699,1127,0,71
700,1050,0,71
701,778,0,71
702,988,0,71
703,843,0,71
704,1114,0,71
705,837,0,71
706,794,0,71
707,1165,0,71
708,1027,0,71
709,721,0,71
710,833,0,71
711,883,0,71
712,870,0,71
713,1137,0,71
714,1190,0,71
715,1108,0,71
716,1034,0,71
717,892,0,71
718,702,0,71
719,1184,0,71
720,998,0,71
721,979,0,71
722,1093,0,71
723,1066,0,71
724,785,0,71
725,776,0,71
726,1068,0,71
727,854,0,71
728,922,0,71
729,1141,0,71
730,954,0,71
731,1058,0,71
732,1008,0,71
733,857,0,71
734,881,0,71
735,729,0,71
736,976,0,71
737,933,0,71
738,774,0,71
739,1056,0,71
740,728,0,71
741,952,0,71
742,929,0,71
743,1147,0,71
744,949,0,71
745,1079,0,71
746,914,0,71
747,1026,0,71
748,989,0,71
749,1164,0,71
750,1140,0,71
751,1042,0,71
752,861,0,71
753,736,0,71
754,827,0,71
755,945,0,71
756,1044,0,71
757,968,0,71
758,916,0,71
759,873,0,71
760,946,0,71
761,777,0,71
762,1025,0,71
763,797,0,71
764,886,0,71
765,893,0,71
766,834,0,71
767,710,0,71
768,734,0,71
769,969,0,71
770,1216,0,71
771,1024,0,71
772,1060,0,71
773,974,0,71
774,714,0,71
775,850,0,71
776,1117,0,71
777,789,0,71
778,1004,0,71
779,804,0,71
780,1145,0,71
781,711,0,71
782,972,0,71
783,806,0,71
784,1012,0,71
785,1072,0,71
786,731,0,71
787,872,0,71
788,1115,0,71
789,1116,0,71
790,782,0,71
791,1146,0,71
792,751,0,71
793,888,0,71
794,992,0,71
795,895,0,71
796,739,0,71
797,826,0,71
798,1128,0,71
799,919,0,71
800,1166,0,71
801,1105,0,71
802,1064,0,71
803,879,0,71
804,840,0,71
805,845,0,71
806,990,0,71
807,865,0,71
808,1031,0,71
809,858,0,71
810,926,0,71
811,1155,0,71
812,1154,0,71
813,1153,0,71
814,911,0,71
815,1053,0,71
816,965,0,71
817,980,0,71
818,795,0,71
819,1106,0,71
820,1134,0,71
821,779,0,71
822,917,0,71
823,1048,0,71
824,705,0,71
825,1019,0,71
826,1083,0,71
827,724,0,71
828,1203,0,71
829,1018,0,71
830,964,0,71
831,846,0,71
832,750,0,71
833,1133,0,71
834,1002,0,71
835,844,0,71
836,1080,0,71
837,1069,0,71
838,977,0,71
839,1167,0,71
840,860,0,71
841,79,10990,72
842,45,10990,72
843,22,10990,72
844,41,10990,72
845,95,10990,72
846,76,10990,72
847,49,10990,72
848,64,10990,72
849,15,10990,72
850,2,10990,72
851,93,10990,72
852,382,10991,73
853,538,10991,73
854,523,10991,73
855,303,10991,73
856,261,10991,73
857,213,10991,73
858,424,10991,73
859,504,10991,73
860,550,10991,73
861,337,10991,73
862,202,10991,73
863,317,10991,73
864,301,10991,73
865,555,10991,73
866,559,10991,73
867,527,10991,73
868,543,10991,73
869,395,10991,73
870,403,10991,73
871,436,10991,73
872,240,10991,73
873,446,10991,73
874,231,10991,73
875,419,10991,73
876,416,10991,73
877,258,10991,73
878,386,10991,73
879,448,10991,73
880,566,10991,73
881,313,10991,73
882,409,10991,73
883,502,10991,73
884,548,10991,73
885,441,10991,73
886,462,10991,73
887,324,10992,74
888,593,10992,74
889,1192,10992,74
890,591,10992,74
891,307,10992,74
892,574,10992,74
893,597,10992,74
894,534,10992,74
895,594,10992,74
896,503,10992,74
897,590,10992,74
898,285,10992,74
899,592,10992,74
900,467,10992,74
901,537,10992,74
902,595,10992,74
903,70,10993,75
904,39,10993,75
905,43,10993,75
906,1172,10994,76
907,1199,10994,76
908,1177,10994,76
909,1215,10994,76
910,880,10994,76
911,1209,10994,76
912,981,10994,76
913,1062,10994,76
914,1193,10994,76
915,1213,10994,76
916,1191,10994,76
917,1158,10994,76
918,1070,10994,76
919,1211,10994,76
920,1212,10994,76
921,763,10994,76
922,906,10994,76
923,768,10994,76
924,900,10994,76
925,1178,10994,76
926,1202,10994,76
927,297,10994,76
928,1176,10994,76
929,1196,10994,76
930,1170,10994,76
931,1096,10994,76
932,1122,10994,76
933,1175,10994,76
934,867,10994,76
935,852,10994,76
936,1161,10994,76
937,1168,10994,76
938,910,10994,76
939,891,10994,76
940,1009,10994,76
941,1173,10994,76
942,1214,10994,76
943,871,10994,76
944,1208,10994,76
945,1194,10994,76
946,805,10994,76
947,950,10994,76
948,1111,10994,76
949,1028,10994,76
950,1210,10994,76
951,1424,777,77
952,1401,777,77
953,1458,777,77
954,1335,777,77
955,1360,777,77
956,1370,777,77
957,1435,777,77
958,1403,777,77
959,1473,777,77
960,1337,777,77
961,1468,777,77
962,1445,777,77
963,1340,777,77
964,1430,777,77
965,1467,777,77
966,1449,777,77
967,1305,777,77
968,1471,777,77
969,1470,777,77
970,1472,777,77
971,1301,777,77
972,1418,777,77
973,1443,777,77
974,1392,777,77
975,1463,777,77
976,1315,777,77
977,1407,777,77
978,1486,777,77
979,1372,777,77
980,1437,777,77
981,1485,777,77
982,1313,777,77
983,1415,777,77
984,1398,777,77
985,1375,777,77
986,1359,777,77
987,1460,777,77
988,1303,777,77
989,1429,777,77
990,1417,777,77
991,1483,777,77
992,1321,777,77
993,1438,777,77
994,1427,777,77
995,1355,777,77
996,1465,777,77
997,1364,777,77
998,1436,777,77
999,1393,777,77
1000,1414,777,77
1001,1412,777,77
1002,1419,777,77
1003,1386,777,77
1004,1388,777,77
1005,1425,777,77
1006,1384,777,77
1007,1431,777,77
1008,1374,777,77
1009,1339,777,77
1010,1311,777,77
1011,1387,777,77
1012,1402,777,77
1013,1450,777,77
1014,1474,777,77
1015,1409,777,77
1016,1367,777,77
1017,1487,777,77
1018,1389,777,77
1019,1320,777,77
1020,1479,777,77
1021,1353,777,77
1022,1461,777,77
1023,1395,777,77
1024,1333,777,77
1025,1390,777,77
1026,1482,777,77
1027,1351,777,77
1028,1451,777,77
1029,1306,777,77
1030,1314,777,77
1031,1452,777,77
1032,1456,777,77
1033,1366,777,77
1034,1405,777,77
1035,1459,777,77
1036,1338,777,77
1037,1440,777,77
1038,1404,777,77
1039,1345,777,77
1040,1383,777,77
1041,1394,777,77
1042,1348,777,77
1043,1399,777,77
1044,1408,777,77
1045,1330,777,77
1046,1428,777,77
1047,1464,777,77
1048,1343,777,77
1049,1488,777,77
1050,1385,777,77
1051,1379,777,77
1052,1411,777,77
1053,1317,777,77
1054,1475,777,77
1055,1454,777,77
1056,1462,777,77
1057,1304,777,77
1058,1322,777,77
1059,1382,777,77
1060,1422,777,77
1061,1380,777,77
1062,1421,777,77
1063,1329,777,77
1064,1480,777,77
1065,1371,777,77
1066,1478,777,77
1067,1448,777,77
1068,1307,777,77
1069,1342,777,77
1070,1447,777,77
1071,1309,777,77
1072,1420,777,77
1073,1446,777,77
1074,1441,777,77
1075,1310,777,77
1076,1361,777,77
1077,1331,777,77
1078,1406,777,77
1079,1325,777,77
1080,1344,777,77
1081,1352,777,77
1082,1484,777,77
1083,1477,777,77
1084,1319,777,77
1085,1365,777,77
1086,1455,777,77
1087,1347,777,77
1088,1318,777,77
1089,1432,777,77
1090,1368,777,77
1091,1354,777,77
1092,1326,777,77
1093,1362,777,77
1094,1476,777,77
1095,1376,777,77
1096,1442,777,77
1097,1316,777,77
1098,1453,777,77
1099,1410,777,77
1100,1434,777,77
1101,1334,777,77
1102,1350,777,77
1103,1400,777,77
1104,1466,777,77
1105,1426,777,77
1106,1444,777,77
1107,1391,777,77
1108,1363,777,77
1109,1308,777,77
1110,1381,777,77
1111,1349,777,77
1112,367,777,77
1113,1369,777,77
1114,1416,777,77
1115,1457,777,77
1116,1481,777,77
1117,1469,777,77
1118,1336,777,77
1119,1356,777,77
1120,1433,777,77
1121,1439,777,77
1122,1324,777,77
1123,1378,777,77
